Temperature,DewPoint,Visibility,Humidity,WindSpeed
9.9816047538945,14.435659990691079,1.9328159955023347,71.14490710817309,5.234113674718119
33.02857225639664,8.763372822044214,5.464819379045745,68.75091265778386,4.939575981439996
24.279757672456203,0.8334665700214714,8.742163775176442,41.53852394838614,18.125091610420732
18.946339367881464,18.482825689743205,7.349026375454655,60.474869657569386,4.990923996990122
1.2407456176974607,13.965591039385775,8.084955363828353,62.811737127151424,5.43899452257262
1.2397808134481059,-4.308407122928805,6.621955330436101,63.92936685381403,15.187965248359275
-2.6766555132720216,21.882451457284485,6.9535379887267394,74.81034215363994,8.9947968490108
29.647045830997406,18.788803502310916,8.50703695049666,72.0161528036127,15.534211139103624
19.04460046972835,23.242996965217344,2.571713287705941,76.47430556760668,1.3073231512877048
23.322903111841818,15.400182793592599,4.945307140067091,85.8929956925277,9.751423873467687
-4.176620228167902,11.469531857752646,2.289973474014062,88.7791443229656,0.6722720036656527
33.79639408647977,4.638506270171661,9.877913279166805,83.08738457358967,1.2530640691070905
28.29770563201687,22.645496917390467,9.446187462897472,97.33142175729608,18.12874906688822
3.493564427131046,20.312236132514293,0.4903254325482084,41.0939549605817,2.7849074223519033
2.2729986882840247,-8.41734654628337,7.085194207905316,51.74667914101276,10.648413645504341
2.3361803941373527,-9.07715589259618,9.259958342415091,40.45377249868853,8.221912052014131
7.169689718381509,3.176217840731736,1.887695916760602,78.84848284927618,6.946866525176853
15.990257265289515,18.36936657736415,5.722657782471032,93.88183293699922,17.99666691374545
12.27780074568463,24.554664526023053,9.163334146121613,54.608937794577955,0.43646793550979
6.649165607921677,-4.735408811376514,0.4360651879994085,95.6220726877784,13.275793723511782
19.47411578889518,10.79457503732473,7.004460645743715,43.61604341737365,19.267888684271007
0.5797544260816734,3.3311799820857537,3.0437551729882526,96.06616160833086,11.20336366923684
6.685785941408726,23.94700392351111,9.251522334227651,61.09736123437806,18.736449240661837
9.654473731747668,19.474162309749804,9.71347662713714,46.08524970695299,1.0451575857204753
13.242799368681439,19.341504664889825,9.448238242222995,69.15230555117954,8.375866381483227
26.407038455720546,6.4042605928239595,4.794720744908891,55.40659406323048,5.203155819241023
2.9869512863343894,4.518682581818281,8.634222244794202,57.092374117715366,14.616419299614595
15.569377536544465,-0.43075248242528197,8.461039045497197,58.43739789557719,19.625941809944933
18.6965827544817,-8.026857617217551,3.259094685108231,88.1815538699598,5.130601248884956
-3.141983491200091,20.265283168926864,8.306263194091706,72.34967660051527,13.083492029481489
19.301794076057533,18.451535319552715,0.46637558368337695,58.67846194936022,3.9619526551948026
1.8209649474916612,24.99011856501457,6.003071796972325,76.6200269986551,11.306605091432198
-2.3979362805888194,24.882289297586688,2.3770874891482605,82.96904045339161,9.278649733766724
32.95542149013333,9.440109696091959,1.2936121691950604,56.35744004401202,19.44010659263074
33.625281322982374,16.914559531317867,0.8618366961291707,64.8129460915211,12.170545453929332
27.335893924658443,23.06680054588498,6.993258881193584,47.313165600216855,6.990127441736376
7.1845507669348265,19.7376586737094,3.464762141303855,50.86896097208082,2.2819156977586674
-1.0931154397446452,-1.3428164389880823,7.275191038134738,80.86707123789897,3.024936574698691
22.369321060486275,5.769044735853273,0.7470277739095295,50.88630086173762,4.506338599024701
12.606099749584054,-5.479420469697676,3.2213743445230425,71.50980302002361,5.01933322680596
-0.11847060620884697,23.39178595405528,5.440963794515838,82.54277570334597,17.012321156822757
14.807076404450807,11.216112205780803,7.928159331905739,46.41261538568463,11.224455765650498
-3.624459155391264,-1.9975018073788053,3.2556497790274923,74.03873317773422,10.467818227487328
31.372816083151285,13.509523954204987,6.29632462672639,55.393767022081825,2.2953774373843494
5.351199264000677,11.634488416026354,8.871179707538253,97.77561251425479,17.2027938669887
21.50089137415928,2.535695131149417,6.197045563004815,69.01273880319548,14.456286064169674
7.468443043576439,-6.025484273012984,2.4062988000609744,88.35955298650948,1.3533672380000317
15.802720847112433,13.505061845747985,0.34156773740972646,73.0135925293757,14.156701944595373
16.868411173731186,8.210769531632767,8.713978851619206,42.60475197128915,10.870764346852921
2.3941782210210816,17.031143710747376,0.31056716741883267,77.98908253564134,1.634506914935565
